Name,Fortran,C,Call,External
outbreaker2_1.0-0,0,0,28,0
ScottKnott_1.2-5,0,0,0,0
drat_0.1.4,0,0,0,0
foodweb_1-0,0,0,0,0
lasso2_1.2-19,0,0,0,0
RNAstructureModuleMiner_0.1.0,0,0,0,0
DeducerText_0.1-2,0,0,0,0
tis_1.34,0,2,0,0
social_1.0,0,0,1,0
lokern_1.1-8,3,0,0,0
EBMAforecast_0.52,0,0,2,0
obliqueRF_0.3,0,0,0,0
aster_0.9.1,0,46,0,0
phia_0.2-1,0,0,0,0
RADanalysis_0.5.5,0,0,0,0
Biograph_2.0.6,0,0,0,0
sms_2.3.1,0,0,0,0
lambda.tools_1.0.9,0,0,0,0
elasticIsing_0.2,0,0,0,0
SCBmeanfd_1.2.2,0,0,0,0
Power2Stage_0.4-6,0,0,0,0
ivbma_1.05,0,0,0,0
Partiallyoverlapping_1.0,0,0,0,0
pedometrics_0.6-6,0,0,1,0
LOGIT_1.3,0,0,0,0
strap_1.4,0,0,0,0
accrual_1.3,0,0,0,0
SamplingStrata_1.1,0,0,0,0
DiffusionRjgqd_0.1.1,0,0,1,0
RcppTN_0.2-2,0,0,5,0
sas7bdat_0.5,0,0,0,0
pSI_1.1,0,0,0,0
cents_0.1-41,2,1,0,0
EMMAgeo_0.9.4,0,0,0,0
colorr_1.0.0,0,0,0,0
tseries_0.10-42,0,12,0,0
UnivRNG_1.0,0,0,0,0
ClassDiscovery_3.3.7,0,0,0,0
DIFboost_0.2,0,0,0,0
ggsci_2.8,0,0,0,0
CytobankBridgeR_1.0.0,0,0,0,0
mvtmeta_1.0,0,0,0,0
poker_0.8.8,0,0,0,0
BASIX_1.1,0,0,11,0
Rmpfr_0.6-1,0,0,114,0
logging_0.7-103,0,0,0,0
gamlss.spatial_1.3.4,0,0,0,0
RGENERATE_1.3.5,0,0,0,0
TSP_1.1-5,0,0,7,0
spatstat_1.54-0,0,176,29,0
GHap_1.2.2,0,0,0,0
future.batchtools_0.6.0,0,0,0,0
sievetest_1.2.2,0,0,0,0
tableone_0.8.1,0,0,0,0
EMD_1.5.7,0,2,0,0
sprm_1.2.2,0,0,0,0
gridSVG_1.6-0,0,0,0,0
ggridges_0.4.1,0,0,0,0
ggpmisc_0.2.16,0,0,0,0
QualInt_1.0.0,0,0,0,0
ROMIplot_1.0,0,0,0,0
memapp_2.6,0,0,0,0
CalibrateSSB_1.0,0,0,0,0
PottsUtils_0.3-2,0,0,2,0
FSTpackage_0.1,0,0,0,0
dynpred_0.1.2,0,1,0,0
qrencoder_0.1.0,0,0,1,0
crmn_0.0.20,0,0,0,0
apcluster_1.4.4,0,0,7,0
timelineS_0.1.1,0,0,0,0
rdatamarket_0.6.5,0,0,0,0
spacetime_1.2-1,0,0,0,0
regress_1.3-15,0,0,0,0
PerMallows_1.13,0,11,10,0
qlcData_0.2.1,0,0,0,0
deformula_0.1.1,0,0,2,0
expoTree_1.0.1,0,0,4,0
RankResponse_3.1.1,0,0,0,0
TKF_0.0.8,0,0,18,0
spgrass6_0.8-9,0,0,0,0
ROI.plugin.nloptr_0.3-0,0,0,0,0
GRCdata_1.0,0,0,0,0
Rbitcoin_0.9.2,0,0,0,0
ThreeGroups_0.21,0,0,0,0
HiCseg_1.1,0,1,0,0
Sky_1.0,0,0,0,0
yuimaGUI_1.2.0,0,0,0,0
mirt_1.26.3,0,0,40,0
IDTurtle_1.2,0,0,0,0
eigenprcomp_1.0,0,0,0,0
hash_2.2.6,0,0,0,0
envlpaster_0.1-2,0,0,0,0
grpss_3.0.1,0,0,0,0
mcc_1.0,0,0,0,0
BAS_1.4.7,0,5,10,0
MCMC.qpcr_1.2.3,0,0,0,0
corrsieve_1.6-8,0,0,0,0
bootRes_1.2.3,0,0,0,0
Trading_1.1,0,0,0,0
EasyMx_0.2-1,0,0,0,0
tigerstats_0.3,0,0,0,0
expectreg_0.39,0,0,0,0
timeline_0.9,0,0,0,0
tm.plugin.factiva_1.7,0,0,0,0
digitalPCR_1.1.0,0,0,0,0
rdrobust_0.99,0,0,0,0
shrink_1.2.1,0,0,0,0
wPerm_1.0.1,0,0,0,0
lcyanalysis_1.0.0,0,0,0,0
bookdown_0.5,0,0,0,0
irtrees_0.1.0,0,0,0,0
crrp_1.0,0,2,4,0
PK_1.3-3,0,0,0,0
rtson_1.3,0,0,0,0
pointRes_1.1.3,0,0,0,0
WaveletArima_0.1.0,0,0,0,0
lawn_0.4.2,0,0,0,0
laeken_0.4.6,0,0,0,0
emplik_1.0-3,0,2,0,0
HDInterval_0.1.3,0,0,0,0
abctools_1.1.1,0,2,0,0
RcmdrPlugin.EBM_1.0-10,0,0,0,0
protoclass_1.0,0,0,0,0
SearchTrees_0.5.2,0,0,4,0
icsw_0.9,0,0,0,0
mvmesh_1.5,0,0,0,0
tgp_2.4-14,0,5,0,0
stampr_0.1,0,0,0,0
rpca_0.2.3,0,0,0,0
jocre_0.3.3,0,0,0,0
hdnom_4.9,0,0,0,0
evclust_1.0.3,0,0,0,0
robeth_2.7,198,0,0,0
permDep_1.0-0,0,3,1,0
GreedyEPL_1.0,0,0,5,0
ViSiElse_1.2.0,0,0,0,0
hierDiversity_0.1,0,0,0,0
dplyr_0.7.4,0,0,47,0
NetRep_1.0.4,0,0,8,0
AlgebraicHaploPackage_1.2,0,0,0,0
naturalsort_0.1.3,0,0,0,0
WhopGenome_0.9.7,0,0,96,0
pcaPP_1.9-72.1,0,15,0,0
lclGWAS_1.0.3,0,0,3,0
PlotPrjNetworks_1.0.0,0,0,0,0
PoisBinOrdNonNor_1.3,0,0,0,0
ezsim_0.5.5,0,0,0,0
TSMySQL_2015.4-1,0,0,0,0
ecdfHT_0.1.1,0,0,0,0
supclust_1.0-7,0,4,0,0
tpr_0.3-1,0,0,8,0
semver_0.2.0,0,0,6,0
ForecastFramework_0.9.0,0,0,0,0
usethis_1.1.0,0,0,0,0
Density.T.HoldOut_2.00,0,0,0,0
gamRR_0.3.0,0,0,0,0
adepro_0.1.0,0,0,0,0
lm.beta_1.5-1,0,0,0,0
listenv_0.6.0,0,0,0,0
rpart.plot_2.1.2,0,0,0,0
IMak_1.1.2,0,0,0,0
multiAssetOptions_0.1-1,0,0,0,0
BioGeoBEARS_0.2.1,0,0,0,0
Zseq_0.1.1,0,0,0,0
BuyseTest_1.0,0,0,2,0
glmmML_1.0.2,1,3,0,0
opefimor_1.2,0,0,0,0
riem_0.1.1,0,0,0,0
compareGroups_3.3.1,0,0,0,0
BETS_0.3.3,0,0,0,0
R6_2.2.2,0,0,0,0
pequod_0.0-5,0,0,0,0
ibdreg_0.2.5,0,0,0,0
RSEIS_3.7-4,0,13,0,0
ABPS_0.1,0,0,0,0
VIF_1.0,0,0,0,0
frair_0.5.100,0,0,0,0
epiDisplay_3.2.2.0,0,0,0,0
mcga_3.0.1,0,0,18,0
OrdMonReg_1.0.3,0,0,0,0
FedData_2.5.0,0,0,0,0
Gmedian_1.2.4,0,0,6,0
survival_2.41-3,0,14,15,0
IntegrateBs_0.1.0,0,0,0,0
costat_2.3,0,0,0,0
adephylo_1.1-11,0,5,0,0
FormalSeries_1.0,0,0,0,0
Daim_1.1.0,0,0,10,0
primer_1.0,0,0,0,0
synchronicity_1.1.9.1,0,0,10,0
papayar_1.0,0,0,0,0
nauf_1.1.0,0,0,0,0
HAC_1.0-5,0,0,0,0
SpatioTemporal_1.1.7,0,0,18,0
arules_1.5-4,0,0,42,0
Modeler_3.4.2,0,0,0,0
somebm_0.1,0,0,0,0
ConSpline_1.2,0,0,0,0
coda_0.19-1,0,0,0,0
colorhcplot_1.0,0,0,0,0
itunesr_0.1,0,0,0,0
statip_0.1.5,0,0,1,0
neighbr_1.0,0,0,0,0
qtlcharts_0.9-6,0,0,0,0
cord_0.1.1,0,0,2,0
secrlinear_1.1.1,0,0,0,0
likeLTD_6.2.1,0,0,17,0
linl_0.0.2,0,0,0,0
ksrlive_1.0,0,0,0,0
fam2r_1.2,0,0,0,0
dtw_1.18-1,0,1,1,0
GANPA_1.0,0,0,0,0
PCFAM_1.0,0,0,0,0
gravity_0.6,0,0,0,0
mnormpow_0.1.1,1,0,0,0
WaterML_1.7.1,0,0,0,0
CMatching_1.0,0,0,0,0
ramsvm_2.0,0,2,0,0
rcbalance_1.8.5,1,0,0,0
caTools_1.17.1,0,11,1,0
lhs_0.16,0,3,0,0
DMRnet_0.1.0,0,0,0,0
ACEt_1.8.0,0,4,7,0
SQN_1.0.5,0,0,0,0
evolvability_1.1.0,0,0,0,0
easypackages_0.1.0,0,0,0,0
pmr_1.2.5,0,0,0,0
BoardGames_1.0.0,0,0,0,0
PeakSegOptimal_2017.07.12,0,3,0,0
constants_0.0.2,0,0,0,0
stagePop_1.1-1,0,0,0,0
fdq_0.2,0,0,0,0
survexp.fr_1.0,0,0,0,0
bayesCL_0.0.1,0,0,10,0
Ridit_1.1,0,0,0,0
supervisedPRIM_2.0.0,0,0,0,0
ioncopy_2.0,0,0,0,0
glpkAPI_1.3.0,0,0,156,0
MCMC4Extremes_1.1,0,0,0,0
GMCM_1.2.4,0,0,9,0
shp2graph_0-3,0,0,0,0
arc_1.1.3,0,0,0,0
PeriodicTable_0.1.2,0,0,0,0
BIFIEsurvey_2.3-18,0,0,24,0
Julia_1.1,0,0,0,0
binomSamSize_0.1-5,1,0,0,0
psytabs_1.0,0,0,0,0
imputeMissings_0.0.3,0,0,0,0
ResourceSelection_0.3-2,0,0,0,0
sparkwarc_0.1.1,0,0,0,0
EditImputeCont_1.1.0,0,0,0,0
Lmoments_1.2-3,0,0,0,0
gumbel_1.10-1,0,0,0,0
longurl_0.3.0,0,0,0,0
GetR_0.1,0,0,0,0
rODE_0.99.6,0,0,0,0
crqa_1.0.6,1,0,0,0
expoRkit_0.9,7,0,0,0
makeProject_1.0,0,0,0,0
MomTrunc_1.37,0,0,0,0
basad_0.2.0,0,0,3,0
dupiR_1.2,0,0,0,0
bayesImageS_0.4-1,0,0,10,0
PakPMICS2014HL_0.1.0,0,0,0,0
lava.tobit_0.5,0,0,0,0
BCEs0_1.1-1,0,0,0,0
clusterfly_0.4,0,0,0,0
ustyc_1.0.0,0,0,0,0
ContourFunctions_0.1.0,0,0,0,0
tabuSearch_1.1,0,0,0,0
dyads_1.1,0,0,0,0
glamlasso_2.0.1,0,0,2,0
spt_1.13-8-8,6,0,0,0
hurricaneexposure_0.0.1,0,0,0,0
SPOT_2.0.2,0,0,0,0
clinUtiDNA_1.0,0,0,0,0
SpaDES.core_0.1.0,0,0,0,0
MetaCycle_1.1.0,0,0,0,0
POET_2.0,0,0,0,0
bayesTFR_6.1-1,0,3,0,0
frmqa_0.1-5,0,0,0,0
dChipIO_0.1.5,0,0,0,0
gpg_0.5,0,0,17,0
Rnumerai_0.2,0,0,0,0
LSRS_0.1.0,0,0,0,0
pbdMPI_0.3-4,0,0,0,0
dataonderivatives_0.3.0,0,0,0,0
soilwater_1.0.5,0,0,0,0
rrcovNA_0.4-9,3,0,0,0
ggmap_2.6.1,0,0,0,0
qiitr_0.1.0,0,0,0,0
ctsem_2.5.0,0,0,0,0
IndianTaxCalc_1.0.2,0,0,0,0
preproviz_0.2.0,0,0,0,0
SpaTimeClus_1.0,0,0,1,0
bigsplines_1.1-0,41,0,0,0
lfda_1.1.2,0,0,0,0
SpatialPosition_1.2.0,0,0,0,0
tibbrConnector_1.5.1,0,0,0,0
extremeStat_1.4.0,0,0,0,0
multipleNCC_1.2-1,0,0,0,0
QICD_1.2.0,0,1,0,0
Ckmeans.1d.dp_4.2.1,0,0,0,0
senstrat_1.0.3,0,0,0,0
cggd_0.8,0,0,0,0
TreeBUGS_1.1.1,0,0,3,0
testforDEP_0.2.0,0,0,8,0
PGEE_1.5,0,0,0,0
separationplot_1.1,0,0,0,0
osrm_3.1.0,0,0,0,0
cordillera_0.7-0,0,0,0,0
gromovlab_0.7-6,0,0,0,0
mblm_0.12,0,0,0,0
HDMD_1.2,0,0,0,0
fitTetra_1.0,0,0,0,0
MXM_1.3.1,0,0,0,0
mbir_1.1,0,0,0,0
wildlifeDI_0.2,0,0,0,0
vipor_0.4.5,0,0,0,0
RGA_0.4.2,0,0,0,0
boxcoxmix_0.15,0,0,0,0
leaflet.minicharts_0.5.2,0,0,0,0
fRLR_1.0,0,0,2,0
rprev_0.2.4,0,0,0,0
assertive_0.3-5,0,0,0,0
randomizationInference_1.0.3,0,0,0,0
tm.plugin.mail_0.1,0,0,0,0
sdprisk_1.1-5,0,1,0,0
nopaco_1.0.3,0,0,5,0
GEEaSPU_1.0.2,0,0,24,0
KRMM_1.0,0,0,0,0
pheno_1.6,0,9,0,0
SMIR_0.02,0,0,0,0
ttScreening_1.5,0,0,0,0
quadprogXT_0.0.1,0,0,0,0
logbin_2.0.3,0,0,0,0
robustvarComp_0.1-2,20,0,0,0
iGSEA_1.2,0,0,0,0
pmml_1.5.4,0,0,0,0
later_0.6,0,0,6,0
CombinS_1.1-1,0,0,0,0
PNADcIBGE_0.4.0,0,0,0,0
homomorpheR_0.2-1,0,0,0,0
yuima_1.6.8,0,35,16,0
translate_0.1.2,0,0,0,0
bvenn_0.1,0,0,0,0
pointblank_0.1,0,0,0,0
aemo_0.2.0,0,0,0,0
timetree_1.0,0,0,0,0
MADPop_1.1,0,0,0,0
MultiGHQuad_1.2.0,0,0,0,0
NetIndices_1.4.4,0,0,0,0
HiDimDA_0.2-4,4,0,6,0
braQCA_0.9.9.6,0,0,0,0
xtensor_0.4.0-0,0,0,1,0
eclust_0.1.0,0,0,0,0
prais_0.1.1,0,0,0,0
mc2d_0.1-18,0,0,0,0
multinomRob_1.8-6.1,0,0,2,0
KENDL_1.1,0,0,0,0
Polychrome_1.0.0,0,0,0,0
JOP_3.6,0,0,0,0
mederrRank_0.0.8,0,0,0,0
portfolio_0.4-7,0,0,0,0
McSpatial_2.0,0,0,0,0
ISOweek_0.6-2,0,0,0,0
modEvA_1.3.2,0,0,0,0
nlcv_0.3.2,0,0,0,0
genderizeR_2.0.0,0,0,0,0
mixsmsn_1.1-4,0,0,0,0
ez_4.4-0,0,0,0,0
MetaComp_1.0.1,0,0,0,0
jtrans_0.2.1,0,0,0,0
NORMA_0.1,0,0,0,0
exactRankTests_0.8-29,0,0,9,0
Rserve_1.7-3,0,0,5,0
mpbart_0.2,0,1,0,0
imPois_0.1.4,0,0,0,0
diffr_0.1,0,0,0,0
ImaginR_0.1.7,0,0,0,0
rSymPy_0.2-1.1,0,0,0,0
StatDA_1.6.9,0,0,0,0
canprot_0.1.0,0,0,0,0
mcmc_0.9-5,0,1,3,0
agricolae_1.2-8,0,0,0,0
plotmo_3.3.4,0,0,0,0
rxSeq_0.99.3,0,0,0,0
bcrm_0.4.6,0,0,0,0
spaero_0.2.0,0,0,0,0
fame_2.21,0,26,0,0
ggCompNet_0.1.0,0,0,0,0
tau_0.0-20,0,0,10,0
ChemoSpec_4.4.97,0,0,0,0
minPtest_1.7,0,0,0,0
DoseFinding_0.9-16,0,4,0,0
hydroGOF_0.3-10,0,0,0,0
sBF_1.1.1,0,0,0,0
RcppSMC_0.2.0,0,0,7,0
riceware_0.4,0,0,0,0
SOIL_1.1,0,0,0,0
spatialkernel_0.4-23,3,12,0,0
prettydoc_0.2.0,0,0,0,0
geigen_2.1,18,0,0,0
logiBin_0.1.0,0,0,0,0
dblr_0.1.0,0,0,0,0
GADMTools_2.1-1,0,0,0,0
rhoR_1.1.0.0,0,0,0,0
fitteR_0.1.0,0,0,0,0
shinycssloaders_0.2.0,0,0,0,0
FeaLect_1.10,0,0,0,0
fechner_1.0-3,0,0,1,0
calACS_2.2.2,0,0,0,0
V8_1.5,0,0,8,0
micEconAids_0.6-18,0,0,0,0
sBIC_0.2.0,0,0,1,0
vocaldia_0.8.2,0,0,0,0
bacr_1.0.1,0,0,0,0
lshorth_0.1-6,0,0,0,0
pipeR_0.6.1.3,0,0,0,0
briskaR_0.1.1,0,0,0,0
apaTables_1.5.1,0,0,0,0
BIOMASS_1.1,0,0,0,0
synthpop_1.4-1,0,0,0,0
RunuranGUI_0.1,0,0,0,0
geoSpectral_0.17.4,0,0,0,0
penaltyLearning_2017.12.08,0,2,0,0
TransferEntropy_1.4,0,0,1,0
sdmvspecies_0.3.2,0,0,0,0
ggmuller_0.3,0,0,0,0
IAbin_1.0,0,0,0,0
MDimNormn_0.8.0,0,0,0,0
ungeneanno_0.1.6,0,0,0,0
PopED_0.3.2,0,0,0,0
spatialfil_0.15,0,4,0,0
fuzzyforest_1.0.4,0,0,0,0
SSrat_1.0,0,0,0,0
microbats_0.1-1,0,0,0,0
PCA4TS_0.1,6,0,0,0
qiimer_0.9.4,0,0,0,0
deepnet_0.2,0,0,0,0
DLMtool_5.0.2,0,0,10,0
FAwR_1.1.1,0,0,0,0
ndjson_0.5.0,0,0,6,0
VarED_1.0.0,0,0,0,0
SOD_1.0,0,0,8,0
BioPET_0.2.1,0,0,0,0
clam_2.3.1,0,0,0,0
ALA4R_1.5.6,0,0,0,0
zooaRchGUI_1.0.2,0,0,0,0
kitagawa_2.1-0,0,0,0,0
erboost_1.3,0,0,4,0
LindleyR_1.1.0,0,0,0,0
GAS_0.2.6,0,0,38,0
SkewHyperbolic_0.3-2,0,0,0,0
lucr_0.2.0,0,0,2,0
knitrBootstrap_1.0.1,0,0,0,0
QRank_1.0,0,0,0,0
spNNGP_0.1.1,0,0,5,0
ecoval_1.1,0,0,0,0
RcextTools_0.1.1,0,0,0,0
MlBayesOpt_0.3.3,0,0,0,0
scatterpie_0.0.8,0,0,0,0
FCNN4R_0.6.2,0,8,14,0
Dominance_1.0.17,0,0,0,0
MTDrh_0.1.0,0,0,0,0
gdtools_0.1.6,0,0,20,0
qrmdata_2016-01-03-1,0,0,0,0
spew_1.3.0,0,0,0,0
tbart_1.0,0,0,6,0
rcv_0.2.1,0,0,0,0
dfphase1_1.1.1,0,2,11,0
QSARdata_1.3,0,0,0,0
fitur_0.5.20,0,0,0,0
decision_0.1.0,0,0,0,0
TruncatedNormal_1.0,0,0,0,0
ChIPtest_1.0,0,0,0,0
FDboost_0.3-0,0,0,0,0
detzrcr_0.2.0,0,0,0,0
gogamer_0.4.3,0,0,15,0
rcrypt_0.1.1,0,0,0,0
EMAtools_0.1.3,0,0,0,0
glmm_1.2.2,0,14,0,0
hillmakeR_0.2,0,1,0,0
KappaV_0.3,0,0,0,0
concordance_1.6,0,0,0,0
ELMSurv_0.4,0,0,2,0
searchable_0.3.3.1,0,0,0,0
npIntFactRep_1.5,0,0,0,0
phenmod_1.2-3,0,2,0,0
FRACTION_1.0,0,0,0,0
Ake_1.0,0,0,0,0
medfate_0.2.2,0,0,104,0
lle_1.1,0,0,0,0
pspline_1.0-18,0,0,0,0
Metrics_0.1.3,0,0,0,0
rncl_0.8.2,0,0,3,0
sgPLS_1.7,0,0,0,0
rbacon_2.3.1.2,0,0,3,0
MetaboList_1.2,0,0,0,0
weights_0.85,0,0,0,0
Wrapped_2.0,0,0,0,0
fitplc_1.1-7,0,0,0,0
kirby21.base_1.6.0,0,0,0,0
RKEA_0.0-6,0,0,0,0
d3plus_0.1.0,0,0,0,0
catmap_1.6.4,0,0,0,0
disco_0.5,0,0,0,0
rankFD_0.0.1,0,0,0,0
KFAS_1.3.1,23,0,0,0
adiv_1.1,0,0,0,0
JPSurv_1.0.1,0,0,0,0
pgmm_1.2,0,1,0,0
marcher_0.0-2,0,0,0,0
raptr_0.1.1,0,0,15,0
ggalluvial_0.5.0,0,0,0,0
VoxR_0.5.1,0,0,0,0
CNVassocData_1.0,0,0,0,0
mbbefd_0.8.8.1,0,0,3,0
aspi_0.2.0,0,0,0,0
dsm_2.2.15,0,0,0,0
eechidna_1.1,0,0,0,0
ECharts2Shiny_0.2.13,0,0,0,0
OpenMPController_0.2-5,0,1,0,0
IMIFA_1.3.1,0,0,0,0
vowels_1.2-1,0,0,0,0
smoof_1.5.1,0,0,19,0
rsdepth_0.1-5,0,10,0,0
ROCwoGS_1.0,0,0,0,0
getopt_1.20.1,0,0,0,0
FLLat_1.2-1,0,0,2,0
rversions_1.0.3,0,0,0,0
rrcovHD_0.2-5,1,0,0,0
switchnpreg_0.8-0,0,0,0,0
filehash_2.4-1,0,0,5,0
betafam_1.0,0,0,0,0
birtr_1.0.0,0,0,0,0
linprog_0.9-2,0,0,0,0
covatest_0.3.0,0,0,0,0
boussinesq_1.0.3,0,0,0,0
hsm_0.1,0,3,0,0
aws.cloudtrail_0.1.5,0,0,0,0
momr_1.1,0,0,0,0
termstrc_1.3.7,0,0,8,0
lasvmR_0.1.2,0,0,2,0
Devore7_0.7.6,0,0,0,0
scam_1.2-2,0,0,0,0
XRPython_0.8,0,0,0,0
GWmodel_2.0-5,0,0,29,0
ROptimizely_0.2.0,0,0,0,0
spBayesSurv_1.1.1,0,0,42,0
R2jags_0.5-7,0,0,0,0
clogitL1_1.4,0,0,2,0
PKreport_1.5,0,0,0,0
xslt_1.3,0,0,3,0
ReporteRs_0.8.9,0,0,0,0
micEcon_0.6-14,0,0,0,0
sound_1.4.5,0,0,0,0
ada_2.0-5,0,0,0,0
coxsei_0.1,0,0,4,1
DIME_1.2,0,1,0,0
eulerian_1.0,0,0,0,0
assertive.numbers_0.0-2,0,0,0,0
NEff_1.1,0,0,0,0
GOGANPA_1.0,0,0,0,0
leapp_1.2,0,0,0,0
symDMatrix_1.0.0,0,0,0,0
SASxport_1.5.3,0,9,11,0
RxODE_0.6-1,0,2,20,0
midrangeMCP_1.3,0,0,0,0
ISR3_0.98,0,7,0,0
enpls_5.9,0,0,0,0
BradleyTerryScalable_0.1.0,0,0,4,0
PredictABEL_1.2-2,0,0,0,0
princurve_1.1-12,1,0,0,0
Deducer_0.7-9,0,0,0,0
rcicr_0.3.4.1,0,0,0,0
gWidgets2tcltk_1.0-5,0,0,0,0
schwartz97_0.0.6,0,0,0,0
timeDate_3042.101,0,1,0,0
geno2proteo_0.0.1,0,0,0,0
wrswoR.benchmark_0.2,0,0,0,0
rpartScore_1.0-1,0,0,0,0
bigmemory.sri_0.1.3,0,0,0,0
RWBP_1.0,0,0,0,0
dgo_0.2.14,0,0,0,0
ggRandomForests_2.0.1,0,0,0,0
IIS_1.0,0,0,0,0
spa_2.0,0,0,0,0
RRF_1.7,0,4,0,0
prevalence_0.4.0,0,0,0,0
unifDAG_1.0.1,0,0,0,0
NetworkToolbox_0.0.1.1,0,0,0,0
MRMR_0.1.4,0,0,0,0
VizOR_0.8-5,0,0,0,0
strum_0.6.2,0,0,14,0
curvetest_2.2,0,0,0,0
MetaLandSim_1.0.1,0,0,0,0
hiddenf_2.0,0,0,0,0
igraph_1.1.2,0,1,727,0
uuid_0.1-2,0,0,1,0
ACNE_0.8.1,0,0,0,0
ICAFF_1.0.1,0,0,0,0
spef_1.0-5,0,1,0,0
SwarmSVM_0.1-2,0,3,0,0
addhaz_0.4,0,0,0,0
admixturegraph_1.0.2,0,0,0,0
CityPlot_2.0,0,0,0,0
bomrang_0.1.1,0,0,0,0
tglm_1.0,0,0,0,0
